Barometer - mm Hg,Hum - %,Wind Speed - m/s,Rain - mm,Heat Index - °C,Temp - °C,Season,Day_Night,Wind_Dir_sin,Wind_Dir_cos
754.8,64.0,0.0,0.0,3.5751506887855933,30.4,2,1,-0.7071067811865475,-0.7071067811865477
754.4,57.0,0.0,0.0,3.6609942506244004,32.7,2,1,-0.7071067811865475,-0.7071067811865477
753.7,59.0,0.4,0.0,3.703768066607687,33.1,2,1,-0.7071067811865475,-0.7071067811865477
753.2,59.0,0.4,0.0,3.6609942506244004,32.4,2,1,-0.9238795325112868,-0.3826834323650895
753.4,63.0,0.4,0.0,3.6584202466292277,31.9,2,1,-0.9238795325112868,-0.3826834323650895
752.4,57.0,0.4,0.0,3.543853682063679,30.6,2,1,0.3826834323650899,-0.9238795325112867
752.7,62.0,0.0,0.0,3.4781584227982836,28.9,2,1,0.7071067811865476,-0.7071067811865475
753.2,63.0,0.0,0.0,3.529297384289471,29.7,2,0,1.2246467991473532e-16,-1.0
753.7,64.0,0.4,0.0,3.5524868292083815,30.0,2,0,0.0,1.0
754.5,64.0,0.4,0.0,3.481240089335692,28.8,2,0,0.0,1.0
755.2,64.0,0.0,0.0,3.4404180948154366,28.2,2,0,0.0,1.0
755.7,67.0,0.4,0.0,3.4242626545931514,27.7,2,0,0.0,1.0
755.8,72.0,0.4,0.0,3.4531571205928664,27.8,2,0,0.0,1.0
755.6,82.0,0.4,2.211565694606877,3.4657359027997265,27.4,2,0,0.0,1.0
754.1,95.0,0.0,0.0,3.40452517175483,25.8,2,0,0.0,1.0
753.5,94.0,0.0,0.0,3.462606009790799,26.6,2,0,0.0,1.0
753.4,89.0,0.9,0.0,3.484312288372662,27.2,2,0,0.0,1.0
754.0,90.0,0.4,0.0,3.5467396869528134,27.9,2,1,0.0,1.0
754.1,90.0,0.9,0.0,3.55820113047182,28.1,2,1,0.0,1.0
754.7,87.0,1.3,0.0,3.5234150143864045,27.8,2,1,0.0,1.0
754.9,85.0,1.3,0.0,3.493472657771326,27.6,2,1,0.0,1.0
755.1,80.0,2.2,0.0,3.462606009790799,27.5,2,1,0.0,1.0
754.9,68.0,2.2,0.0,3.484312288372662,28.6,2,1,0.0,1.0
755.1,56.0,1.8,0.0,3.5085558999826545,30.1,2,1,0.0,1.0
754.9,54.0,1.8,0.0,3.5524868292083815,31.2,2,1,0.0,1.0
754.5,47.0,1.8,0.0,3.586292865338835,32.6,2,1,0.0,1.0
753.7,46.0,2.2,0.0,3.632309102625542,33.6,2,1,0.0,1.0
752.9,46.0,1.8,0.0,3.632309102625542,33.6,2,1,0.0,1.0
752.6,45.0,2.2,0.0,3.6428355156125294,33.9,2,1,0.0,1.0
752.8,51.0,1.8,0.0,3.6635616461296463,33.5,2,1,0.0,1.0
753.2,50.0,1.3,0.0,3.5751506887855933,32.0,2,0,0.0,1.0
753.9,50.0,0.9,0.0,3.5667118201397288,31.8,2,0,0.0,1.0
755.0,56.0,1.3,0.0,3.487375077903208,29.7,2,0,0.0,1.0
756.0,67.0,1.3,0.0,3.407841924380824,27.4,2,0,0.0,1.0
756.4,82.0,1.8,0.412109650826833,3.407841924380824,26.6,2,0,0.0,1.0
756.8,80.0,0.9,0.22314355131420976,3.3178157727231046,24.9,2,0,0.0,1.0
757.1,77.0,0.9,0.0,3.3178157727231046,25.1,2,0,0.0,1.0
756.6,74.0,0.9,0.0,3.3141860046725258,25.2,2,0,0.0,1.0
756.7,72.0,0.4,0.0,3.3178157727231046,25.3,2,0,0.0,1.0
756.0,73.0,0.4,0.0,3.3141860046725258,25.2,2,0,0.0,1.0
755.4,75.0,0.9,0.0,3.3105430133940246,25.0,2,0,0.0,1.0
755.3,76.0,1.8,0.0,3.292126286607793,24.6,2,1,0.0,1.0
755.8,78.0,2.2,0.0,3.299533727885655,24.6,2,1,0.0,1.0
756.1,78.0,2.2,0.0,3.3068867021909143,24.7,2,1,0.0,1.0
756.5,73.0,2.2,0.0,3.332204510175204,25.7,2,1,0.0,1.0
756.7,63.0,1.8,0.0,3.3945083935113587,27.4,2,1,0.0,1.0
756.8,61.0,2.2,0.0,3.4688560301359703,28.9,2,1,0.0,1.0
756.8,52.0,3.1,0.0,3.462606009790799,29.6,2,1,0.0,1.0
756.8,46.0,2.7,0.0,3.5234150143864045,31.4,2,1,0.0,1.0
756.5,44.0,2.2,0.0,3.5467396869528134,32.2,2,1,0.0,1.0
755.7,43.0,2.7,0.0,3.5667118201397288,32.7,2,1,0.0,1.0
755.2,36.0,2.7,0.0,3.5524868292083815,33.4,2,1,0.0,1.0
755.0,33.0,2.2,0.0,3.55820113047182,33.8,2,1,0.0,1.0
755.4,34.0,1.8,0.0,3.563882963939251,33.9,2,1,0.0,1.0
756.0,37.0,1.8,0.0,3.5467396869528134,33.1,2,0,0.0,1.0
756.6,41.0,1.8,0.0,3.517497837358316,31.9,2,0,0.0,1.0
757.5,45.0,1.3,0.0,3.490428515390098,30.9,2,0,0.0,1.0
758.1,55.0,0.4,0.0,3.484312288372662,29.7,2,0,0.0,1.0
758.7,60.0,2.2,0.0,3.456316680883235,28.8,2,0,0.0,1.0
758.9,69.0,2.2,0.0,3.449987545831587,28.0,2,0,0.0,1.0
758.4,73.0,2.2,0.0,3.4242626545931514,27.3,2,0,0.0,1.0
757.7,76.0,2.2,0.0,3.4111477125153233,26.9,2,0,0.0,1.0
757.6,76.0,2.2,0.0,3.3945083935113587,26.7,2,0,0.0,1.0
757.0,77.0,2.2,0.0,3.3843902633457743,26.4,2,0,0.0,1.0
756.8,77.0,1.3,0.0,3.3638415951183864,26.1,2,0,0.0,1.0
757.0,78.0,1.8,0.0,3.3603753871419,25.9,2,1,0.0,1.0
757.2,81.0,1.8,0.0,3.3463891451671604,25.5,2,1,0.0,1.0
757.5,79.0,1.8,0.0,3.332204510175204,25.3,2,1,0.0,1.0
758.0,71.0,1.8,0.0,3.353406717825807,26.2,2,1,0.0,1.0
758.3,68.0,2.2,0.0,3.4011973816621555,27.3,2,1,0.0,1.0
758.1,62.0,2.7,0.0,3.4531571205928664,28.6,2,1,0.0,1.0
757.6,55.0,2.7,0.0,3.490428515390098,29.9,2,1,0.0,1.0
757.2,50.0,3.1,0.0,3.529297384289471,31.2,2,1,0.0,1.0
756.8,47.0,2.7,0.0,3.5667118201397288,32.2,2,1,0.0,1.0
756.0,45.0,2.2,0.0,3.6000482404073204,33.1,2,1,0.0,1.0
755.5,43.0,2.7,0.0,3.597312260588446,33.3,2,1,0.0,1.0
754.8,43.0,2.7,0.0,3.616308761279101,33.7,2,1,0.0,1.0
754.9,45.0,2.7,0.0,3.616308761279101,33.4,2,1,0.0,1.0
755.3,46.0,2.7,0.0,3.586292865338835,32.7,2,0,0.0,1.0
755.3,49.0,1.8,0.0,3.5610460826040513,31.7,2,0,0.0,1.0
755.9,57.0,1.3,0.0,3.5467396869528134,30.6,2,0,0.0,1.0
756.5,65.0,1.8,0.0,3.5234150143864045,29.5,2,0,0.0,1.0
757.1,72.0,1.8,0.0,3.4965075614664802,28.4,2,0,0.0,1.0
757.1,77.0,1.8,0.0,3.462606009790799,27.7,2,0,0.0,1.0
756.7,78.0,1.8,0.0,3.4372078191851885,27.2,2,0,0.0,1.0
756.2,78.0,1.3,0.0,3.4242626545931514,27.1,2,0,0.0,1.0
756.0,78.0,1.8,0.0,3.4210000089583352,27.0,2,0,0.0,1.0
756.0,78.0,1.3,0.0,3.427514689979529,27.1,2,0,0.0,1.0
755.4,80.0,0.9,0.0,3.427514689979529,27.0,2,0,0.0,1.0
756.1,80.0,0.4,0.0,3.414442608412176,26.8,2,1,0.0,1.0
756.5,79.0,0.4,0.0,3.407841924380824,26.7,2,1,0.0,1.0
756.4,80.0,0.9,0.0,3.4111477125153233,26.7,2,1,0.0,1.0
756.4,76.0,1.3,0.0,3.407841924380824,26.9,2,1,0.0,1.0
756.8,72.0,0.9,0.0,3.4404180948154366,27.7,2,1,0.0,1.0
756.4,64.0,0.9,0.0,3.462606009790799,28.6,2,1,0.0,1.0
756.0,54.0,0.9,0.0,3.5380565643793527,30.9,2,1,0.0,1.0
755.1,47.0,1.3,0.0,3.6109179126442243,33.1,2,1,0.0,1.0
754.1,40.0,0.9,0.0,3.648057459593681,34.8,2,1,0.0,1.0
753.5,38.0,0.4,0.0,3.6938669956249757,36.1,2,1,1.2246467991473532e-16,-1.0
753.2,47.0,0.4,0.0,3.7471483622379123,35.6,2,1,0.7071067811865476,-0.7071067811865475
752.9,50.0,0.4,0.0,3.7062280924485496,34.4,2,1,0.7071067811865476,-0.7071067811865475
753.0,53.0,0.4,0.0,3.6584202466292277,33.1,2,1,0.3826834323650899,-0.9238795325112867
753.7,54.0,0.0,0.0,3.6270040503958487,32.4,2,0,0.7071067811865476,-0.7071067811865475
754.1,59.0,0.0,0.0,3.580737295494233,31.2,2,0,-0.9238795325112868,-0.3826834323650895
754.4,67.0,0.0,0.0,3.563882963939251,29.9,2,0,0.7071067811865476,-0.7071067811865475
754.7,78.0,0.0,0.0,3.5380565643793527,28.6,2,0,0.3826834323650899,-0.9238795325112867
754.1,78.0,0.0,0.0,3.5380565643793527,28.6,2,0,0.7071067811865476,-0.7071067811865475
754.6,79.0,0.0,0.0,3.4719664525503626,27.7,2,1,1.2246467991473532e-16,-1.0
754.8,66.0,0.0,0.0,3.543853682063679,29.7,2,1,0.7071067811865476,-0.7071067811865475
754.3,57.0,0.4,0.0,3.594568774642695,31.6,2,1,-0.7071067811865475,-0.7071067811865477
753.7,48.0,0.4,0.0,3.6428355156125294,33.6,2,1,-0.7071067811865475,-0.7071067811865477
753.2,46.0,0.4,0.0,3.66612246699132,34.2,2,1,0.3826834323650899,-0.9238795325112867
752.5,40.0,0.9,0.0,3.655839600035736,34.9,2,1,0.3826834323650899,-0.9238795325112867
751.9,38.0,0.4,0.0,3.6838669122903918,35.9,2,1,0.3826834323650899,-0.9238795325112867
751.7,41.0,0.9,0.0,3.711130063048756,35.9,2,1,0.7071067811865476,-0.7071067811865475
751.6,44.0,0.9,0.0,3.676300671907076,34.7,2,1,0.7071067811865476,-0.7071067811865475
751.8,48.0,0.4,0.0,3.6428355156125294,33.6,2,1,0.7071067811865476,-0.7071067811865475
752.8,59.0,0.4,0.0,3.6402142821326553,32.1,2,0,0.7071067811865476,-0.7071067811865475
753.4,70.0,0.4,0.0,3.629660094453965,30.8,2,0,1.2246467991473532e-16,-1.0
753.7,73.0,0.0,0.0,3.6082115510464816,30.1,2,0,0.3826834323650899,-0.9238795325112867
754.4,73.0,0.0,0.0,3.5890591188317256,29.8,2,0,0.7071067811865476,-0.7071067811865475
754.8,74.0,0.0,0.0,3.56953269648137,29.4,2,0,0.3826834323650899,-0.9238795325112867
754.8,72.0,0.0,0.0,3.535145354171894,29.0,2,0,1.2246467991473532e-16,-1.0
755.0,75.0,0.0,0.0,3.4210000089583352,27.2,2,0,0.3826834323650899,-0.9238795325112867
754.3,82.0,0.0,0.0,3.4111477125153233,26.6,2,0,0.7071067811865476,-0.7071067811865475
753.9,82.0,0.0,0.0,3.427514689979529,26.8,2,0,-0.38268343236508967,-0.9238795325112868
755.9,78.0,0.0,0.0,3.391147045808654,26.5,2,1,-0.38268343236508967,-0.9238795325112868
755.9,75.0,0.0,0.0,3.4404180948154366,27.5,2,1,-0.7071067811865475,-0.7071067811865477
755.7,69.0,0.0,0.0,3.490428515390098,28.6,2,1,-0.9238795325112868,-0.3826834323650895
755.2,60.0,0.0,0.0,3.5610460826040513,30.6,2,1,-0.7071067811865475,-0.7071067811865477
754.6,53.0,0.0,0.0,3.6136169696133895,32.3,2,1,0.7071067811865476,-0.7071067811865475
753.8,47.0,0.4,0.0,3.655839600035736,33.9,2,1,0.0,1.0
753.2,41.0,1.3,0.0,3.6838669122903918,35.3,2,1,0.0,1.0
752.5,49.0,1.3,0.0,3.7864597824528,36.0,2,1,0.0,1.0
752.9,62.0,0.9,0.0,3.754198920234579,33.4,2,1,0.7071067811865476,-0.7071067811865475
752.9,67.0,0.4,0.0,3.616308761279101,30.9,2,1,0.7071067811865476,-0.7071067811865475
753.6,67.0,0.0,0.0,3.563882963939251,29.9,2,0,1.2246467991473532e-16,-1.0
754.3,67.0,0.0,0.0,3.5409593240373143,29.6,2,0,1.2246467991473532e-16,-1.0
754.8,70.0,0.0,0.0,3.5610460826040513,29.6,2,0,-0.9238795325112866,0.38268343236509
755.3,70.0,1.3,0.0,3.572345637857985,29.8,2,0,0.0,1.0
755.5,71.0,1.8,0.0,3.572345637857985,29.7,2,0,0.0,1.0
755.9,73.0,1.3,0.0,3.55820113047182,29.3,2,0,0.0,1.0
755.5,76.0,2.2,0.0,3.5496173867804286,28.8,2,0,0.0,1.0
755.2,76.0,1.3,0.0,3.517497837358316,28.4,2,0,0.0,1.0
754.7,76.0,0.9,0.0,3.502549875922443,28.2,2,0,0.0,1.0
755.2,83.0,0.4,0.9242589015233319,3.475067230228611,27.4,2,0,0.0,1.0
755.5,91.0,0.4,1.57069708411767,3.3978584803966405,25.9,2,0,0.7071067811865476,-0.7071067811865475
755.3,94.0,0.4,1.1908875647772805,3.414442608412176,25.9,2,1,0.0,1.0
755.2,92.0,0.9,0.22314355131420976,3.414442608412176,26.1,2,1,0.0,1.0
756.4,87.0,1.3,0.0,3.4404180948154366,26.7,2,1,0.0,1.0
756.4,87.0,1.8,0.0,3.4719664525503626,27.2,2,1,0.0,1.0
756.4,88.0,1.8,0.0,3.484312288372662,27.3,2,1,0.0,1.0
756.1,77.0,1.8,0.0,3.4468078929142076,27.4,2,1,0.0,1.0
755.7,70.0,2.2,0.0,3.4995332823830174,28.6,2,1,0.0,1.0
755.3,66.0,2.2,0.0,3.55820113047182,29.9,2,1,0.0,1.0
755.2,65.0,2.2,0.0,3.5610460826040513,30.1,2,1,0.0,1.0
754.9,62.0,2.7,0.0,3.563882963939251,30.4,2,1,0.0,1.0
754.1,63.0,1.8,0.0,3.5496173867804286,30.1,2,1,0.0,1.0
754.2,62.0,1.8,0.0,3.529297384289471,29.8,2,1,0.0,1.0
754.5,61.0,1.3,0.0,3.5467396869528134,30.2,2,1,0.0,1.0
754.8,64.0,1.8,0.0,3.5467396869528134,29.9,2,0,0.0,1.0
755.7,70.0,0.9,0.0,3.5380565643793527,29.2,2,0,0.0,1.0
756.0,71.0,0.9,0.0,3.487375077903208,28.4,2,0,0.0,1.0
756.1,71.0,0.9,0.0,3.462606009790799,28.1,2,0,0.0,1.0
756.5,72.0,0.9,0.0,3.462606009790799,28.0,2,0,0.0,1.0
756.7,83.0,1.3,0.5653138090500605,3.4781584227982836,27.5,2,0,0.0,1.0
756.5,89.0,1.8,0.5653138090500605,3.3945083935113587,25.9,2,0,0.0,1.0
756.5,90.0,0.9,0.412109650826833,3.339321977944068,25.0,2,0,0.0,1.0
756.1,82.0,0.4,0.0,3.342861804649192,25.4,2,0,0.0,1.0
755.7,88.0,1.3,0.5653138090500605,3.3877743613300146,25.8,2,0,0.0,1.0
756.0,85.0,0.9,0.0,3.3568971227655755,25.5,2,0,0.0,1.0
756.0,85.0,1.3,0.0,3.367295829986474,25.7,2,1,0.0,1.0
756.2,80.0,1.8,0.0,3.3877743613300146,26.3,2,1,0.0,1.0
756.8,79.0,1.8,0.0,3.370738174177447,26.1,2,1,0.0,1.0
757.1,80.0,1.8,0.0,3.3877743613300146,26.3,2,1,0.0,1.0
757.2,77.0,1.8,0.0,3.3978584803966405,26.7,2,1,0.0,1.0
757.2,70.0,1.3,0.0,3.4688560301359703,28.2,2,1,0.0,1.0
756.9,67.0,1.8,0.0,3.5263605246161616,29.3,2,1,0.0,1.0
756.4,60.0,2.2,0.0,3.563882963939251,30.6,2,1,0.0,1.0
755.8,56.0,2.2,0.0,3.580737295494233,31.4,2,1,0.0,1.0
755.2,52.0,2.2,0.0,3.6189933266497696,32.6,2,1,0.0,1.0
754.9,52.0,1.8,0.0,3.634951112088381,32.8,2,1,0.0,1.0
754.5,53.0,2.2,0.0,3.6454498961866,32.9,2,1,0.0,1.0
754.5,54.0,1.8,0.0,3.6109179126442243,32.2,2,1,0.0,1.0
754.9,56.0,1.3,0.0,3.6082115510464816,31.9,2,0,0.0,1.0
755.5,58.0,0.4,0.0,3.572345637857985,31.1,2,0,0.0,1.0
755.9,64.0,0.4,0.0,3.5610460826040513,30.1,2,0,0.0,1.0
756.2,67.0,0.0,0.0,3.5380565643793527,29.5,2,0,0.0,1.0
756.7,69.0,0.0,0.0,3.505557396986398,28.8,2,0,-0.38268343236508956,0.9238795325112868
756.9,74.0,0.4,0.0,3.493472657771326,28.3,2,0,0.0,1.0
756.8,71.0,0.0,0.0,3.4404180948154366,27.7,2,0,0.0,1.0
756.4,70.0,0.0,0.0,3.427514689979529,27.6,2,0,0.0,1.0
755.9,72.0,0.4,0.0,3.4111477125153233,27.2,2,0,0.0,1.0
755.6,73.0,0.4,0.0,3.407841924380824,27.1,2,0,0.0,1.0
755.6,71.0,0.0,0.0,3.3877743613300146,26.8,2,0,0.0,1.0
755.5,73.0,0.9,0.0,3.370738174177447,26.4,2,1,0.0,1.0
755.7,76.0,0.4,0.0,3.353406717825807,25.9,2,1,-0.7071067811865477,0.7071067811865474
756.1,77.0,0.4,0.0,3.349904087274605,25.8,2,1,0.0,1.0
756.0,68.0,0.9,0.0,3.374168709274236,26.8,2,1,0.0,1.0
756.3,64.0,1.8,0.0,3.4688560301359703,28.7,2,1,0.0,1.0
756.1,60.0,1.8,0.0,3.517497837358316,29.8,2,1,0.0,1.0
755.8,58.0,1.8,0.0,3.5751506887855933,31.2,2,1,0.0,1.0
754.8,54.0,1.8,0.0,3.6054978451748854,32.1,2,1,0.0,1.0
754.6,49.0,1.8,0.0,3.6270040503958487,33.1,2,1,0.0,1.0
754.0,48.0,1.8,0.0,3.655839600035736,33.8,2,1,0.0,1.0
753.4,45.0,2.2,0.0,3.66612246699132,34.4,2,1,0.0,1.0
753.3,45.0,1.3,0.0,3.6838669122903918,34.7,2,1,0.0,1.0
753.2,49.0,0.4,0.0,3.624340932976365,33.1,2,1,-0.9238795325112868,-0.3826834323650895
753.8,63.0,0.0,0.0,3.634951112088381,31.6,2,0,0.3826834323650899,-0.9238795325112867
754.9,88.0,0.0,0.8197798314933114,3.586292865338835,28.5,2,0,0.0,1.0
755.6,89.0,0.0,0.0,3.4468078929142076,26.7,2,0,-0.9238795325112866,0.38268343236509
755.3,70.0,0.0,0.22314355131420976,3.490428515390098,28.5,2,1,0.7071067811865476,-0.7071067811865475
755.3,65.0,0.4,0.0,3.5467396869528134,29.8,2,1,0.3826834323650899,-0.9238795325112867
755.2,56.0,0.4,0.0,3.5524868292083815,30.9,2,1,0.3826834323650899,-0.9238795325112867
754.8,51.0,0.9,0.0,3.5779478934066544,31.9,2,1,0.3826834323650899,-0.9238795325112867
754.4,46.0,0.4,0.0,3.6054978451748854,33.1,2,1,0.3826834323650899,-0.9238795325112867
753.6,47.0,0.9,0.0,3.653252276470785,33.8,2,1,0.7071067811865476,-0.7071067811865475
752.9,47.0,0.9,0.0,3.6584202466292277,33.9,2,1,0.3826834323650899,-0.9238795325112867
752.8,51.0,0.4,0.0,3.653252276470785,33.3,2,1,0.7071067811865476,-0.7071067811865475
752.8,54.0,0.4,0.0,3.6216707044204863,32.4,2,1,0.7071067811865476,-0.7071067811865475
753.2,64.0,0.4,0.0,3.6216707044204863,31.3,2,0,0.7071067811865476,-0.7071067811865475
753.7,71.0,0.4,0.0,3.580737295494233,29.8,2,0,0.7071067811865476,-0.7071067811865475
754.4,76.0,0.0,0.0,3.5553480614894135,28.9,2,0,0.3826834323650899,-0.9238795325112867
754.6,79.0,0.0,0.0,3.5524868292083815,28.7,2,0,0.3826834323650899,-0.9238795325112867
755.2,79.0,0.0,0.0,3.535145354171894,28.4,2,0,0.3826834323650899,-0.9238795325112867
755.3,79.0,0.0,0.0,3.5263605246161616,28.3,2,0,1.2246467991473532e-16,-1.0
755.2,82.0,0.0,0.0,3.456316680883235,27.3,2,0,0.3826834323650899,-0.9238795325112867
755.0,84.0,0.0,0.0,3.40452517175483,26.4,2,0,1.2246467991473532e-16,-1.0
755.7,88.0,0.0,0.0,3.3568971227655755,25.3,2,1,-0.7071067811865475,-0.7071067811865477
756.0,86.0,0.0,0.0,3.3775875160230218,25.8,2,1,0.7071067811865476,-0.7071067811865475
756.3,84.0,0.4,0.0,3.3877743613300146,26.1,2,1,-0.9238795325112868,-0.3826834323650895
756.5,80.0,0.0,0.0,3.3978584803966405,26.5,2,1,0.7071067811865476,-0.7071067811865475
756.5,77.0,0.4,0.0,3.4111477125153233,26.9,2,1,0.7071067811865476,-0.7071067811865475
756.1,68.0,0.4,0.0,3.487375077903208,28.6,2,1,0.7071067811865476,-0.7071067811865475
755.6,62.0,0.4,0.0,3.5467396869528134,30.1,2,1,0.7071067811865476,-0.7071067811865475
754.9,55.0,0.4,0.0,3.5610460826040513,31.2,2,1,0.7071067811865476,-0.7071067811865475
754.4,52.0,0.4,0.0,3.6000482404073204,32.2,2,1,0.7071067811865476,-0.7071067811865475
753.8,53.0,0.4,0.0,3.6216707044204863,32.5,2,1,0.7071067811865476,-0.7071067811865475
753.7,58.0,0.9,0.0,3.5890591188317256,31.4,2,1,0.3826834323650899,-0.9238795325112867
753.7,62.0,0.4,0.0,3.5751506887855933,30.6,2,1,0.7071067811865476,-0.7071067811865475
753.7,67.0,0.4,0.0,3.5524868292083815,29.7,2,0,-0.9238795325112868,-0.3826834323650895
754.3,70.0,0.0,0.0,3.5322256440685598,29.1,2,0,-0.7071067811865475,-0.7071067811865477
755.0,76.0,0.0,0.0,3.5234150143864045,28.5,2,0,0.7071067811865476,-0.7071067811865475
756.0,87.0,0.4,0.0,3.40452517175483,26.2,2,1,0.0,1.0
756.5,78.0,2.7,0.0,3.3978584803966405,26.7,2,1,0.0,1.0
756.8,72.0,1.8,0.0,3.407841924380824,27.2,2,1,0.0,1.0
756.9,67.0,0.9,0.0,3.459466289786131,28.3,2,1,0.0,1.0
756.8,72.0,0.4,0.0,3.5751506887855933,29.7,2,1,-0.9238795325112868,-0.3826834323650895
756.5,72.0,0.4,0.0,3.5496173867804286,29.2,2,1,-0.9238795325112868,-0.3826834323650895
756.1,66.0,0.4,0.0,3.5380565643793527,29.6,2,1,0.7071067811865476,-0.7071067811865475
755.5,57.0,0.4,0.0,3.55820113047182,30.9,2,1,0.7071067811865476,-0.7071067811865475
754.8,59.0,0.4,0.0,3.6136169696133895,31.7,2,1,-0.9238795325112868,-0.3826834323650895
754.8,61.0,0.4,0.0,3.58351893845611,31.0,2,1,-0.9238795325112868,-0.3826834323650895
754.7,66.0,0.0,0.0,3.572345637857985,30.1,2,1,-0.9238795325112868,-0.3826834323650895
755.1,74.0,0.0,0.0,3.5751506887855933,29.5,2,0,-0.9238795325112868,-0.3826834323650895
756.1,92.0,0.0,0.0,3.4242626545931514,26.2,2,0,-0.38268343236508956,0.9238795325112868
755.7,92.0,0.0,0.0,3.4307561839036995,26.3,2,0,-0.38268343236508956,0.9238795325112868
754.9,93.0,0.4,0.0,3.414442608412176,26.0,2,0,-0.38268343236508956,0.9238795325112868
755.1,90.0,0.9,0.0,3.4111477125153233,26.1,2,1,0.0,1.0
755.3,87.0,1.3,0.0,3.407841924380824,26.2,2,1,0.0,1.0
755.8,85.0,1.3,0.0,3.3978584803966405,26.2,2,1,0.0,1.0
756.5,82.0,1.8,0.0,3.3945083935113587,26.3,2,1,0.0,1.0
756.9,79.0,1.3,0.0,3.40452517175483,26.7,2,1,0.0,1.0
757.3,83.0,0.4,0.0,3.4404180948154366,27.0,2,1,0.7071067811865476,-0.7071067811865475
756.9,82.0,0.0,0.0,3.4307561839036995,26.9,2,1,0.7071067811865476,-0.7071067811865475
756.5,83.0,0.4,0.0,3.459466289786131,27.3,2,1,-0.7071067811865475,-0.7071067811865477
755.7,82.0,0.0,0.0,3.4781584227982836,27.6,2,1,-0.7071067811865475,-0.7071067811865477
755.0,73.0,0.9,0.0,3.490428515390098,28.3,2,1,-0.7071067811865475,-0.7071067811865477
754.5,71.0,0.4,0.0,3.5322256440685598,29.0,2,1,0.3826834323650899,-0.9238795325112867
754.8,73.0,0.9,0.0,3.493472657771326,28.3,2,1,1.2246467991473532e-16,-1.0
755.1,74.0,0.4,0.0,3.4688560301359703,27.9,2,0,0.7071067811865476,-0.7071067811865475
755.5,78.0,0.0,0.0,3.459466289786131,27.6,2,0,0.3826834323650899,-0.9238795325112867
756.1,82.0,0.0,0.0,3.4468078929142076,27.2,2,0,0.7071067811865476,-0.7071067811865475
756.7,90.0,0.0,0.0,3.4242626545931514,26.3,2,0,0.3826834323650899,-0.9238795325112867
756.1,98.0,0.0,0.0,3.563882963939251,27.6,2,1,-0.7071067811865475,-0.7071067811865477
756.3,97.0,0.0,0.0,3.624340932976365,28.3,2,1,0.7071067811865476,-0.7071067811865475
756.1,92.0,0.4,0.0,3.594568774642695,28.3,2,1,0.7071067811865476,-0.7071067811865475
756.1,81.0,0.9,0.0,3.517497837358316,28.1,2,1,0.7071067811865476,-0.7071067811865475
755.5,78.0,0.9,0.0,3.505557396986398,28.2,2,1,0.7071067811865476,-0.7071067811865475
754.9,74.0,0.4,0.0,3.5115454388310208,28.5,2,1,0.3826834323650899,-0.9238795325112867
754.1,73.0,0.4,0.0,3.5322256440685598,28.8,2,1,0.7071067811865476,-0.7071067811865475
753.7,72.0,0.9,0.0,3.535145354171894,29.0,2,1,0.3826834323650899,-0.9238795325112867
753.5,75.0,0.4,0.0,3.520460802488973,28.6,2,1,0.7071067811865476,-0.7071067811865475
753.8,76.0,0.4,0.0,3.4965075614664802,28.2,2,0,0.7071067811865476,-0.7071067811865475
754.1,81.0,0.4,0.0,3.4995332823830174,27.9,2,0,0.7071067811865476,-0.7071067811865475
754.9,86.0,0.0,0.0,3.493472657771326,27.5,2,0,0.7071067811865476,-0.7071067811865475
755.3,89.0,0.0,0.0,3.481240089335692,27.2,2,0,0.3826834323650899,-0.9238795325112867
755.7,90.0,0.0,0.0,3.4688560301359703,26.9,2,0,1.2246467991473532e-16,-1.0
754.3,95.0,0.0,0.5653138090500605,3.4781584227982836,26.8,2,0,0.3826834323650899,-0.9238795325112867
754.2,97.0,0.0,0.0,3.4719664525503626,26.6,2,0,0.3826834323650899,-0.9238795325112867
754.3,97.0,0.0,0.0,3.493472657771326,26.8,2,0,0.3826834323650899,-0.9238795325112867
754.1,97.0,0.0,0.22314355131420976,3.5263605246161616,27.2,2,1,0.3826834323650899,-0.9238795325112867
754.4,98.0,0.0,0.0,3.517497837358316,27.1,2,1,1.2246467991473532e-16,-1.0
755.5,96.0,0.0,0.0,3.55820113047182,27.6,2,1,0.7071067811865476,-0.7071067811865475
755.5,88.0,0.0,0.0,3.535145354171894,27.9,2,1,0.7071067811865476,-0.7071067811865475
755.3,92.0,0.0,1.4586150226995167,3.4781584227982836,26.9,2,1,0.7071067811865476,-0.7071067811865475
755.5,97.0,0.0,2.6539459421090092,3.427514689979529,26.0,2,1,-0.7071067811865475,-0.7071067811865477
755.2,97.0,0.0,1.0224509277025458,3.5667118201397288,27.7,2,1,0.7071067811865476,-0.7071067811865475
754.4,97.0,0.0,0.0,3.505557396986398,26.9,2,1,0.7071067811865476,-0.7071067811865475
753.7,96.0,0.0,0.0,3.5667118201397288,27.7,2,1,0.7071067811865476,-0.7071067811865475
753.2,95.0,0.0,0.0,3.6712245188752153,28.9,2,1,0.7071067811865476,-0.7071067811865475
753.4,93.0,0.0,0.0,3.6216707044204863,28.6,2,1,0.3826834323650899,-0.9238795325112867
753.6,93.0,0.0,0.0,3.563882963939251,27.9,2,0,0.7071067811865476,-0.7071067811865475
754.1,94.0,0.0,0.0,3.5553480614894135,27.7,2,0,0.3826834323650899,-0.9238795325112867
